0.000000000000000000e+00,5.500738172969595885e-01,3.398685566515836087e-01
0.000000000000000000e+00,4.610284657142975639e-01,1.827650751937962559e-01
0.000000000000000000e+00,5.015036255245984842e-01,5.321222647516670179e-01
0.000000000000000000e+00,4.642664784991216709e-01,6.043744799455682548e-01
0.000000000000000000e+00,5.355027597652511906e-01,4.393659461363224050e-01
0.000000000000000000e+00,4.869325679928901418e-01,3.586414791878473896e-01
0.000000000000000000e+00,5.937869898920845602e-01,4.215289335254163716e-01
0.000000000000000000e+00,5.031226319170105654e-01,1.063034022438542170e+00
0.000000000000000000e+00,5.047416383094225356e-01,5.844569987246031051e-01
0.000000000000000000e+00,5.500738172969595885e-01,2.922921040063070075e-01
0.000000000000000000e+00,4.383623762205290930e-01,7.569272770152841723e-01
0.000000000000000000e+00,4.723615104611818549e-01,6.588507229399829246e-01
0.000000000000000000e+00,5.095986574866586682e-01,7.869667894122195362e-01
0.000000000000000000e+00,5.193126958411309335e-01,6.705690229297111005e-01
0.000000000000000000e+00,5.500738172969595885e-01,9.437792877887318799e-01
0.000000000000000000e+00,4.658854848915336966e-01,9.315251660516449261e-01
0.000000000000000000e+00,4.545524401446494611e-01,5.011497851119884883e-01
0.000000000000000000e+00,4.367433698281170673e-01,1.008787539705060077e+00
0.000000000000000000e+00,5.160746830563067711e-01,8.771251489399359835e-01
0.000000000000000000e+00,5.274077278031911176e-01,3.271034108900626736e-01
0.000000000000000000e+00,4.642664784991216709e-01,6.708397594384717388e-01
0.000000000000000000e+00,5.306457405880151690e-01,1.044755827028724715e+00
0.000000000000000000e+00,4.755995232460059063e-01,6.679894571448954377e-01
0.000000000000000000e+00,4.788375360308300133e-01,5.892181255069810497e-01
0.000000000000000000e+00,5.581688492590197725e-01,1.081354414857855772e+00
0.000000000000000000e+00,5.160746830563067711e-01,4.002160615012619327e-01
0.000000000000000000e+00,5.193126958411309335e-01,4.459308190306028319e-01
0.000000000000000000e+00,5.031226319170105654e-01,9.129595777564241121e-01
0.000000000000000000e+00,4.950275999549503259e-01,8.642388694947915617e-01
0.000000000000000000e+00,5.387407725500753530e-01,7.886816439296826520e-01
0.000000000000000000e+00,5.144556766638948009e-01,6.839252164668500056e-01
0.000000000000000000e+00,5.079796510942465870e-01,1.102611085052039641e+00
0.000000000000000000e+00,4.389895057092141895e-01,9.615044804241884568e-01
0.000000000000000000e+00,4.276564609623299540e-01,1.048669039136125969e+00
0.000000000000000000e+00,4.584175824181586090e-01,7.128364742699144774e-01
0.000000000000000000e+00,4.373704993168021637e-01,3.927906443661025038e-01
0.000000000000000000e+00,4.227994417850938214e-01,8.462372769048658316e-01
0.000000000000000000e+00,4.341324865319780568e-01,3.997646344187398837e-01
0.000000000000000000e+00,4.179424226078577442e-01,4.954698617304461039e-01
0.000000000000000000e+00,4.260374545699178728e-01,8.207590751616491431e-01
0.000000000000000000e+00,4.114663970382095859e-01,5.780922705021873664e-02
0.000000000000000000e+00,4.001333522913253504e-01,8.721396638639404841e-01
0.000000000000000000e+00,4.227994417850938214e-01,1.024089912139858338e+00
0.000000000000000000e+00,4.373704993168021637e-01,4.602323287976395338e-01
0.000000000000000000e+00,3.742292500127327726e-01,7.798897542331939547e-01
0.000000000000000000e+00,4.778456591271030285e-01,1.229079679434446071e+00
0.000000000000000000e+00,3.888003075444410594e-01,1.055262344136199681e+00
