4.421077516136376895e-01,4.662802666734899293e-01,0.000000000000000000e+00
2.789897597531380002e-01,4.052170796201627900e-01,0.000000000000000000e+00
3.835298318780051008e-01,6.326813202607983744e-01,0.000000000000000000e+00
2.785836628747202504e-01,8.581266733553878368e-01,0.000000000000000000e+00
1.983137665353056911e-01,7.218269226424296470e-01,0.000000000000000000e+00
3.397425047192825232e-01,1.926352986322401595e-01,0.000000000000000000e+00
3.863998762049286051e-01,8.095397311487093628e-01,0.000000000000000000e+00
2.059176122777655882e-01,2.795665374872201570e-01,0.000000000000000000e+00
4.489328040358405714e-01,6.333058572674578057e-01,0.000000000000000000e+00
2.378838618055441612e-01,7.147585103944277263e-01,0.000000000000000000e+00
1.389661016831765239e-01,2.594893858449319191e-01,0.000000000000000000e+00
6.604387631091959143e-01,3.882852626780041172e-01,0.000000000000000000e+00
3.787716681769545124e-01,7.183185452884132127e-01,0.000000000000000000e+00
7.438221173303405376e-01,7.421362341430761678e-01,0.000000000000000000e+00
2.877472415268992889e-01,6.182003266870770286e-01,0.000000000000000000e+00
9.205362781629773394e-01,6.871498870820191840e-01,1.000000000000000000e+00
5.904450542845365302e-01,5.154505379611975524e-01,1.000000000000000000e+00
8.524284292119796991e-01,-2.369801452267940034e-01,1.000000000000000000e+00
3.029929797427769467e-01,7.055385318070197531e-01,1.000000000000000000e+00
9.836516689437779792e-02,1.923456344361869630e-01,1.000000000000000000e+00
5.445874967423375290e-01,6.130906681791105095e-01,1.000000000000000000e+00
7.631090065789167820e-01,7.968551037859966657e-02,1.000000000000000000e+00
6.806883964715204627e-01,6.695781662194077999e-01,1.000000000000000000e+00
8.378931475134931972e-01,5.474496225660074877e-01,1.000000000000000000e+00
4.598252521925623171e-01,5.625236790621609417e-01,1.000000000000000000e+00
4.976146963024046799e-01,2.020642173281378406e-01,1.000000000000000000e+00
8.681699708844303753e-01,4.119001587911625961e-01,1.000000000000000000e+00
5.628741562503714047e-01,3.317249112079302398e-01,1.000000000000000000e+00
6.589445997092681084e-01,1.186226081641152286e+00,1.000000000000000000e+00
8.204205785843542431e-01,5.036258701794059656e-01,1.000000000000000000e+00
7.023942516970429484e-01,5.404628353421783160e-01,1.000000000000000000e+00
6.950172400023082453e-01,7.703808411218876495e-01,1.000000000000000000e+00
5.844507382701218390e-01,5.683368693314981845e-01,1.000000000000000000e+00
4.005630810593653335e-01,5.563157899083264191e-01,1.000000000000000000e+00
5.281425421790000296e-01,5.244577050487088110e-01,1.000000000000000000e+00
2.583342308874901350e-01,6.795750169332055446e-01,1.000000000000000000e+00
7.675394240919943822e-01,2.911399443008244603e-01,1.000000000000000000e+00
2.722791499696539108e-01,1.051301192099208581e+00,1.000000000000000000e+00
8.671634980023155137e-01,8.115129687705606720e-01,1.000000000000000000e+00
4.310557971194872717e-01,5.835686032147539004e-01,1.000000000000000000e+00
6.798554127814082637e-01,4.236876567953868911e-01,1.000000000000000000e+00
2.190146228113546423e-01,1.608781489143648047e-01,1.000000000000000000e+00
4.415370070983539730e-01,5.952937717974472465e-01,1.000000000000000000e+00
5.110998050710425789e-01,4.462508970913307560e-01,1.000000000000000000e+00
